ID;OutcomeType;AnimalType;DaysUponOutcome;Sex;Neutered;isMix;nbrofColors;hasName
A692910;0;1;0.05;1;1;0;1;1
A672393;0;1;0.25;1;1;0;2;1
A671071;4;1;0.4;1;0;0;2;1
A713715;0;1;0.45;0;1;0;2;1
A689162;4;0;0.0028767123287671234;0;0;1;1;0
A702548;4;1;0.00821917808219178;1;1;1;1;1
A665229;0;0;0.02054794520547945;0;1;1;1;1
A661782;0;1;0.35;0;1;1;1;1
A673895;4;1;0.00821917808219178;0;1;0;1;0
A704981;0;1;0.15;1;1;1;1;0
A677051;0;0;0.00821917808219178;1;1;1;1;0
A719933;3;1;0.1;0;0;0;1;1
A703238;4;1;0.45;1;1;1;1;0
A677538;4;0;0.0019178082191780822;0;0;1;1;0
A684919;0;1;0.25;0;1;0;2;1
A716803;3;1;0.15;1;1;1;2;1
A681412;0;0;0.012328767123287671;1;1;0;1;1
A669145;0;1;0.01643835616438356;1;1;1;2;1
A668662;0;1;0.05;1;1;0;1;0
A707390;0;0;0.00821917808219178;0;1;1;2;1
A675969;4;0;0.1;1;0;1;1;0
A603534;3;1;0.15;0;1;1;2;1
A708636;0;0;0.00821917808219178;1;1;1;1;1
A700341;4;0;0.000136986301369863;2;2;1;1;0
A695341;0;1;0.03287671232876712;1;1;0;1;1
A578318;3;1;0.3;1;1;1;2;1
A683108;3;1;0.4;1;1;0;2;1
A683401;4;1;0.02054794520547945;0;0;1;1;0
A698758;0;1;0.1;0;1;0;1;1
A664033;0;1;0.00821917808219178;1;1;1;2;1
A661605;0;0;0.00821917808219178;0;1;1;1;1
A701438;4;1;0.00410958904109589;1;0;1;2;0
A686334;3;1;0.3;1;1;1;2;1
A610585;4;0;0.2;1;1;1;2;1
A703629;0;1;0.02054794520547945;1;1;1;2;1
A688440;0;0;0.35;0;1;1;1;1
A720536;0;1;0.05;1;1;1;1;0
A688517;0;1;0.00410958904109589;1;1;1;2;1
A689075;2;0;0.1;0;1;1;1;0
A715820;4;0;0.012328767123287671;0;1;1;1;1
A683188;4;0;0.0038356164383561643;0;0;1;2;0
A720296;4;0;0.3;1;0;1;1;0
A665401;0;0;0.00821917808219178;1;1;1;2;1
A693795;0;1;0.024657534246575342;1;1;0;2;1
A711425;3;1;0.02054794520547945;1;0;0;2;1
A706979;3;1;0.1;1;0;0;2;1
A712103;4;0;0.0009589041095890411;1;0;1;2;0
A703836;0;0;0.00821917808219178;0;1;1;2;1
A622978;2;1;0.25;0;1;1;2;1
A678121;0;0;0.00821917808219178;0;1;1;2;1
A663947;0;0;0.01643835616438356;1;1;1;1;1
A704362;0;0;0.00821917808219178;0;1;1;2;1
A689447;1;0;0.012328767123287671;0;0;1;2;1
A685596;0;1;0.02054794520547945;1;1;1;2;1
A705275;3;1;0.1;1;1;0;1;1
A696203;0;1;0.2;0;1;0;2;1
A704760;0;0;0.00821917808219178;0;1;1;1;1
A690352;0;1;0.03287671232876712;0;1;1;1;1
A717313;0;1;0.1;0;1;0;2;1
A666430;4;1;0.05;0;1;1;2;1
A677245;4;0;0.0038356164383561643;1;0;1;1;0
A669177;0;1;0.036986301369863014;0;0;0;2;1
A674149;3;0;0.9;0;1;1;1;1
A714617;4;0;0.00410958904109589;0;0;1;1;1
A689477;4;0;0.036986301369863014;0;1;1;1;1
A695569;0;1;0.05;1;1;1;2;1
A681344;4;0;0.1;0;1;0;2;1
A715676;3;1;0.028767123287671233;1;1;1;2;1
A714139;3;1;0.1;0;1;1;1;1
A710083;4;0;0.02054794520547945;1;0;1;2;0
A719621;3;1;0.15;1;0;1;2;1
A672507;3;1;0.1;1;1;1;2;1
A707937;0;1;0.65;1;1;1;2;1
A680292;0;0;0.00821917808219178;1;0;1;2;1
A702163;2;0;0.05;2;2;1;1;0
A611075;3;1;0.25;0;1;0;1;1
A683222;4;0;0.0019178082191780822;0;0;1;1;1
A707061;4;0;0.0038356164383561643;1;0;1;2;0
A661648;0;0;0.5;0;1;1;1;1
A677789;4;0;0.05;0;1;1;2;1
A594543;4;0;0.15;1;1;1;1;1
A692847;4;0;0.00821917808219178;1;1;1;2;1
A704181;0;1;0.00821917808219178;1;1;0;2;1
A678867;4;0;0.1;0;1;1;1;1
A670614;0;0;0.5;0;1;1;1;1
A668442;0;1;0.05;0;1;1;2;1
A714270;4;0;0.0019178082191780822;1;0;1;2;0
A710021;4;1;0.05;1;1;1;2;1
A687587;3;1;0.1;1;1;1;2;1
A714560;4;0;0.01643835616438356;0;0;1;1;0
A719204;0;1;0.02054794520547945;1;1;1;1;1
A700394;3;1;0.35;1;1;0;1;1
A678027;4;0;0.0038356164383561643;0;0;1;2;0
A663202;0;0;0.024657534246575342;1;1;1;2;1
A716056;4;0;0.0028767123287671234;0;0;1;1;0
A648915;3;1;0.25;0;1;1;2;1
A650205;0;1;0.05;1;1;0;1;1
A696765;4;1;0.05;1;1;1;2;1
A704414;4;0;0.00410958904109589;0;0;1;1;0
A704775;2;0;0.15;1;0;1;2;0
A666938;4;1;0.00821917808219178;0;0;1;2;0
A640500;4;0;0.1;1;1;1;2;1
A713638;4;0;0.25;1;1;1;2;1
A677147;3;1;0.45;0;1;1;2;1
A682475;4;0;0.0009589041095890411;2;2;1;1;0
A673341;0;1;0.05;0;1;1;1;1
A655501;0;1;0.05;0;1;1;2;1
A695500;4;1;0.05;1;1;0;2;1
A708273;0;0;0.25;1;1;1;1;1
A665855;4;1;0.0410958904109589;0;0;1;2;1
A703202;3;1;0.5;1;1;1;2;1
A715360;0;0;0.00821917808219178;1;1;1;1;0
A709595;0;1;0.01643835616438356;0;1;1;2;1
A720883;0;0;0.028767123287671233;0;1;1;2;1
A662499;4;0;0.00821917808219178;0;0;1;1;1
A707394;0;1;0.00821917808219178;0;1;0;2;0
A687208;4;0;0.15;0;1;1;2;1
A699548;0;1;0.1;1;1;0;1;1
A697606;4;1;0.05;0;1;0;2;1
A708899;0;0;0.012328767123287671;1;1;1;1;1
A708848;4;0;0.1;0;0;1;2;0
A665710;4;1;0.05;0;1;1;2;1
A664300;0;1;0.00821917808219178;1;1;0;2;1
A714806;0;1;0.024657534246575342;0;1;1;2;1
A706947;3;1;0.1;1;1;1;1;1
A674175;3;0;0.25;1;1;1;1;1
A664262;4;0;0.0009589041095890411;1;0;1;1;0
A662647;0;0;0.00821917808219178;0;1;1;1;1
A683665;0;0;0.00821917808219178;1;1;1;2;0
A668083;4;1;0.3;0;1;0;2;1
A692993;3;0;0.2;0;1;1;1;1
A690074;4;0;0.028767123287671233;0;0;1;2;0
A664432;4;1;0.05;1;0;1;1;0
A694361;2;0;0.05;0;0;1;1;0
A682219;0;0;0.00821917808219178;0;1;1;2;1
A720289;3;1;0.75;1;0;1;2;1
A717602;3;1;0.036986301369863014;1;0;1;2;1
A673977;0;0;0.05;0;1;1;2;1
A714258;4;0;0.0009589041095890411;2;2;1;1;0
A683157;4;0;0.05;0;0;1;1;0
A688075;4;0;0.05;1;1;1;1;0
A701359;4;1;0.0008219178082191781;2;2;1;2;0
A667996;4;1;0.25;1;1;0;2;1
A679580;4;1;0.2;0;1;0;2;1
A713982;4;0;0.1;0;0;1;1;0
A674775;0;1;0.05;1;1;1;2;1
A720090;4;1;0.0019178082191780822;0;0;1;2;0
A710360;3;1;0.25;0;1;1;2;1
A678564;4;1;0.00821917808219178;0;0;0;1;1
A680345;0;0;0.00821917808219178;0;1;1;1;1
A663937;4;0;0.00410958904109589;1;0;1;2;0
A713999;3;1;0.4;1;1;1;2;1
A715152;3;1;0.15;0;1;1;1;1
A695951;3;1;0.0410958904109589;0;1;1;1;1
A673623;3;1;0.15;0;1;1;2;1
A713654;3;1;0.05;1;0;1;2;1
A718225;0;1;0.05;0;1;1;2;1
A699171;0;1;0.3;1;1;1;2;1
A701257;4;0;0.05;2;2;1;1;0
A686607;0;1;0.15;0;1;1;1;1
A705104;0;0;0.00410958904109589;0;1;1;2;1
A678360;0;0;0.00821917808219178;0;1;1;1;1
A689969;0;0;0.028767123287671233;0;1;1;1;1
A705042;0;0;0.00821917808219178;1;1;1;1;1
A683773;4;1;0.05;1;1;1;1;1
A671731;0;1;0.35;1;1;1;1;1
A696340;4;0;0.012328767123287671;2;2;1;1;0
A698493;3;1;0.1;1;1;1;2;1
A673778;4;1;0.05;1;0;0;2;0
A665571;2;0;0.01643835616438356;1;0;1;1;0
A683616;0;1;0.00410958904109589;0;1;0;2;0
A678735;4;1;0.0019178082191780822;1;0;0;1;1
A638296;3;1;0.05;0;1;1;1;1
A662404;0;0;0.00821917808219178;1;1;1;1;1
A684583;0;1;0.00821917808219178;0;1;0;1;0
A684555;0;1;0.012328767123287671;0;1;1;2;0
A681779;4;0;0.15;1;1;1;1;0
A688416;4;0;0.0019178082191780822;0;0;1;2;0
A681886;0;0;0.1;1;1;1;1;1
A664934;3;1;0.1;1;1;1;2;1
A696534;0;1;0.02054794520547945;1;1;1;2;0
A710251;4;1;0.3;1;1;1;2;1
A685785;0;1;0.1;1;1;1;1;1
A691525;4;0;0.024657534246575342;1;0;1;1;0
A679499;3;0;0.25;1;1;1;2;1
A695791;0;1;0.00821917808219178;0;1;1;2;1
A707881;4;0;0.0038356164383561643;2;2;1;1;0
A675870;4;0;0.000136986301369863;1;0;1;1;0
A623498;4;0;0.1;1;1;1;2;1
A705935;0;0;0.00821917808219178;0;1;1;1;1
A704994;0;0;0.00821917808219178;1;0;1;2;1
A702519;3;1;0.00821917808219178;1;1;1;2;1
A680669;4;0;0.00821917808219178;0;0;1;1;1
A664514;0;0;0.012328767123287671;1;0;1;2;1
A671686;3;1;0.045205479452054796;0;0;0;2;1
A717366;3;1;0.25;0;1;1;2;1
A676273;0;0;0.012328767123287671;0;1;1;1;0
A696883;3;1;0.7;0;1;1;2;1
A696094;4;0;0.02054794520547945;1;0;1;2;0
A675074;4;1;0.012328767123287671;0;0;0;1;1
A685231;0;1;0.05;0;1;1;1;1
A661042;4;1;0.0410958904109589;1;1;0;2;1
A703402;0;0;0.00821917808219178;1;0;1;1;1
A640955;4;1;0.7;0;1;1;2;1
A683016;2;0;0.0038356164383561643;1;0;1;1;0
A712668;3;0;0.25;1;1;1;2;1
A709294;3;1;0.15;0;0;1;2;1
A681411;0;0;0.012328767123287671;0;1;0;1;1
A695932;3;1;0.2;0;1;1;2;1
A709461;0;1;0.05;0;1;1;2;1
A699048;0;1;0.1;0;1;1;2;1
A719643;3;1;0.1;1;1;1;2;1
A681381;0;0;0.00821917808219178;1;0;1;1;1
A664497;4;1;0.1;0;0;0;1;0
A677882;3;1;0.1;0;0;1;2;1
A677247;3;1;0.1;1;1;1;2;1
A562220;2;1;0.25;1;1;0;2;1
A430366;3;1;0.45;1;1;1;1;1
A709472;0;1;0.05;1;1;1;2;1
A696162;0;1;0.05;1;1;1;1;1
A705451;4;0;0.0019178082191780822;2;2;1;1;0
A695598;3;1;0.3;0;0;1;2;1
A716859;0;0;0.03287671232876712;0;1;1;1;1
A719644;0;1;0.05;1;1;1;2;1
A669765;0;1;0.012328767123287671;0;1;1;1;1
A692596;4;0;0.01643835616438356;0;0;1;1;0
A700767;3;1;0.2;1;1;0;2;1
A706061;0;0;0.012328767123287671;0;1;1;1;1
A689009;4;1;0.036986301369863014;1;0;1;2;1
A708279;4;0;0.012328767123287671;1;0;1;1;0
A689858;4;1;0.05;1;1;0;2;1
A552796;0;1;0.4;1;1;1;2;1
A700429;4;1;0.1;0;0;0;1;1
A680802;4;0;0.00821917808219178;1;1;1;2;1
A698781;2;1;0.15;0;1;1;2;1
A609632;3;1;0.45;0;0;1;2;1
A672013;4;0;0.1;2;2;1;2;0
A701511;0;0;0.00410958904109589;1;1;1;1;0
A670092;2;1;0.25;0;0;1;2;0
A703662;3;1;0.05;0;1;1;2;1
A696569;3;1;0.45;1;1;0;1;1
A696510;0;1;0.1;0;1;1;1;1
A703764;3;1;0.05;0;0;1;2;1
A712921;4;1;0.024657534246575342;0;1;1;2;1
A651818;3;1;0.15;0;1;1;2;1
A698810;0;0;0.05;0;1;1;1;1
A692078;0;0;0.65;1;1;1;2;1
A667136;3;0;0.05;0;1;1;2;0
A711486;2;0;0.45;1;1;1;2;1
A708974;4;0;0.0019178082191780822;1;0;1;2;0
A697762;4;1;0.05;0;1;1;1;1
A628086;3;1;0.25;0;1;1;2;1
A673209;4;0;0.0410958904109589;0;0;1;1;0
A709204;3;1;0.1;1;1;0;2;1
A663511;0;1;0.1;1;1;0;2;1
A720058;3;0;0.45;1;1;1;2;1
A702578;3;1;0.4;1;1;1;2;1
A678116;4;0;0.0038356164383561643;0;0;1;1;0
A590330;3;1;0.45;0;1;1;2;1
A666413;0;1;0.1;0;1;0;2;1
A705218;4;0;0.00410958904109589;0;0;1;1;0
A684351;0;1;0.1;1;1;0;1;1
A685690;0;1;0.05;1;1;1;2;1
A710925;4;0;0.000136986301369863;2;2;1;1;0
A673809;4;1;0.01643835616438356;0;1;1;2;0
A690169;0;1;0.15;1;1;1;2;1
A690287;4;0;0.5;0;0;0;2;1
A697496;1;0;0.05;1;0;1;2;0
A694564;4;0;0.1;0;0;1;2;1
A578954;4;1;0.25;1;1;1;2;1
A687101;0;0;0.45;0;1;1;2;1
A705051;3;1;0.45;0;1;1;1;1
A682598;0;0;0.01643835616438356;0;1;1;1;0
A676961;4;0;0.0028767123287671234;1;0;1;1;0
A693775;1;0;0.012328767123287671;1;0;1;2;0
A665914;4;0;0.05;0;0;1;1;0
A668286;4;0;0.00410958904109589;0;0;1;2;1
A718202;3;1;0.7;0;1;1;2;1
A685048;4;0;0.012328767123287671;1;0;1;1;0
A695719;4;0;0.05;2;2;1;2;0
A679025;3;1;0.3;1;1;1;1;1
A702269;4;0;0.0009589041095890411;2;2;1;2;0
A717469;4;1;0.00821917808219178;0;0;0;1;1
A664714;2;1;0.2;1;0;1;2;1
A662512;0;1;0.012328767123287671;0;1;0;2;1
A677995;4;0;0.2;1;0;1;1;0
A667930;4;1;0.0038356164383561643;0;0;0;2;1
A699319;0;0;0.00821917808219178;1;1;1;1;1
A715362;4;0;0.01643835616438356;0;0;1;1;0
A694759;4;1;0.1;0;1;1;1;1
A713953;4;0;0.02054794520547945;1;1;1;1;1
A691306;2;1;0.2;1;1;1;2;1
A705208;2;0;0.00410958904109589;2;2;1;1;0
A696100;0;1;0.25;1;1;1;2;1
A697480;0;1;0.02054794520547945;0;1;1;2;1
A710771;3;1;0.3;0;1;1;1;1
A690100;0;0;0.012328767123287671;0;1;1;1;1
A664754;0;0;0.02054794520547945;1;1;1;1;0
A692985;3;1;0.5;0;1;1;1;1
A711742;3;1;0.2;1;0;1;2;1
A706348;0;0;0.01643835616438356;0;1;1;1;0
A696738;0;1;0.03287671232876712;1;1;1;2;1
A641215;3;1;0.1;0;1;1;1;1
A702187;4;1;0.2;1;1;1;2;1
A668629;0;1;0.3;0;1;1;1;1
A712030;4;0;0.0028767123287671234;1;0;1;1;0
A666955;0;1;0.00821917808219178;0;1;1;2;0
A679172;0;0;0.00821917808219178;1;1;1;1;1
A710690;4;0;0.0038356164383561643;0;0;1;1;1
A692385;0;0;0.00821917808219178;0;1;1;2;1
A691408;3;1;0.45;1;1;1;2;1
A693097;4;0;0.02054794520547945;1;1;1;2;1
A706414;4;1;0.024657534246575342;1;0;0;2;1
A668488;4;0;0.012328767123287671;2;2;1;2;0
A702974;4;0;0.0028767123287671234;2;2;1;2;0
A701285;4;0;0.0019178082191780822;1;0;1;1;0
A666400;0;1;0.4;0;1;0;2;1
A675115;0;0;0.02054794520547945;0;1;1;1;0
A682024;0;0;0.00821917808219178;1;0;1;1;1
A683319;0;1;0.00410958904109589;1;1;1;2;1
A680130;0;0;0.15;0;1;1;1;1
A697104;0;1;0.05;1;1;1;2;1
A669562;0;1;0.012328767123287671;1;0;1;1;1
A711073;0;0;0.012328767123287671;1;1;1;2;1
A681417;4;1;0.65;1;1;1;2;1
A713892;4;0;0.012328767123287671;1;0;1;1;1
A705481;4;1;0.1;0;0;1;1;1
A701141;4;0;0.0019178082191780822;1;0;1;1;1
A706185;4;0;0.05;1;0;1;1;0
A666646;4;1;0.00410958904109589;0;0;1;2;0
A688107;0;1;0.1;1;1;1;2;1
A682465;4;0;0.00041095890410958907;0;0;1;2;0
A521865;3;1;0.35;1;1;1;2;1
A711281;3;0;0.024657534246575342;1;1;1;2;1
A719604;4;0;0.1;1;1;1;1;0
A664481;0;1;0.00821917808219178;1;1;0;2;1
A433746;4;1;0.45;0;1;1;2;1
A715846;4;0;0.15;1;0;1;2;0
A706493;4;0;0.1;2;2;1;1;0
A662805;0;0;0.012328767123287671;1;1;1;1;1
A670400;3;1;0.1;0;1;1;1;1
A572003;3;1;0.25;1;1;0;2;1
A683187;4;0;0.0028767123287671234;0;0;1;2;0
A702105;4;1;0.1;1;1;1;2;1
A708040;0;1;0.25;1;1;1;2;1
A689180;0;1;0.00410958904109589;1;1;1;2;0
A664997;4;1;0.0009589041095890411;1;0;1;1;0
A715744;1;0;0.00410958904109589;1;0;1;1;1
A693894;3;1;0.2;0;1;1;2;1
A705625;0;1;0.1;1;1;1;2;1
A685771;3;1;0.1;0;0;1;2;1
A675884;0;1;0.00821917808219178;1;1;1;2;1
A670485;4;1;0.012328767123287671;1;0;1;1;1
A693457;2;0;0.5;0;0;1;1;0
A698270;0;1;0.1;0;1;1;2;1
A666110;0;1;0.1;0;1;1;2;1
A673069;4;1;0.05;0;1;1;2;1
A689158;4;0;0.00410958904109589;0;0;1;1;1
A700169;3;1;0.012328767123287671;0;1;1;2;1
A680030;4;1;0.0019178082191780822;1;0;1;2;0
A714584;3;1;0.1;0;1;1;2;1
A711555;0;1;0.45;0;1;0;2;1
A716753;0;1;0.1;1;1;1;2;1
A712180;4;0;0.0009589041095890411;1;0;0;1;0
A703980;4;0;0.00410958904109589;0;0;1;1;0
A679635;4;0;0.012328767123287671;2;2;1;1;0
A615843;4;1;0.2;0;1;0;2;1
A715839;4;0;0.0028767123287671234;1;0;1;2;0
A703302;0;1;0.1;1;1;1;1;0
A696755;0;1;0.05;0;1;1;2;1
A671729;4;1;0.05;1;1;0;1;1
A686316;3;1;0.35;1;1;1;2;1
A705639;4;0;0.0009589041095890411;2;2;1;2;0
A664616;4;1;0.35;0;0;1;1;1
A569218;3;1;0.25;0;1;1;2;1
A682215;0;0;0.00821917808219178;1;1;1;2;1
A694366;0;1;0.1;0;1;0;2;1
A674687;4;0;0.01643835616438356;1;0;1;1;1
A707502;4;0;0.0019178082191780822;1;0;1;1;0
A670906;0;1;0.00821917808219178;0;1;0;2;1
A602764;3;1;0.25;1;1;1;2;1
A685521;0;1;0.0410958904109589;1;1;1;2;0
A647139;4;0;0.1;0;1;1;1;1
A708531;4;1;0.0028767123287671234;1;0;1;2;0
A718006;3;1;0.02054794520547945;1;0;1;1;0
A692245;3;0;0.1;1;1;1;2;1
A692605;4;1;0.028767123287671233;0;1;1;1;0
A660101;0;0;0.3;0;1;1;1;1
A704776;3;1;0.2;1;1;1;2;1
A669641;3;1;0.1;1;0;1;1;1
A706256;0;1;0.00821917808219178;1;1;1;1;1
A665354;4;0;0.00410958904109589;0;0;1;1;1
A522484;3;0;0.25;0;1;1;1;1
A671715;0;1;0.05;1;1;1;2;1
A705870;2;0;0.00821917808219178;0;0;1;1;1
A716590;4;1;0.05;0;1;1;1;1
A681149;4;1;0.1;1;0;1;1;1
A703933;3;1;0.1;0;1;1;2;1
A680166;4;0;0.0028767123287671234;1;0;1;2;0
A711045;4;0;0.1;0;0;1;2;1
A714037;3;1;0.1;0;0;1;1;1
A677266;4;1;0.2;0;1;0;2;1
A699050;3;1;0.75;0;1;0;2;1
A688926;4;0;0.0038356164383561643;0;0;1;1;0
A712181;4;0;0.0009589041095890411;1;0;0;1;0
A661314;0;0;0.1;0;1;1;2;1
A650282;4;1;0.15;0;1;0;2;1
A693347;3;0;0.15;0;1;1;1;1
A708227;3;0;0.2;0;1;1;1;1
A688350;0;1;0.00821917808219178;0;1;1;2;1
A684649;3;0;0.024657534246575342;1;1;1;2;1
A713825;0;0;0.012328767123287671;1;1;1;1;1
A699910;4;1;0.01643835616438356;1;0;1;1;0
A679105;3;1;0.05;0;1;1;2;1
A713389;0;1;0.00821917808219178;0;1;1;2;1
A689260;3;1;0.25;1;1;1;2;1
A687239;0;1;0.03287671232876712;0;1;1;2;1
A689994;0;0;0.00821917808219178;1;1;1;2;0
A712665;3;1;0.05;1;1;1;2;1
A683342;4;0;0.05;0;0;1;2;0
A699899;0;0;0.05;0;1;1;1;1
A692727;4;0;0.1;1;1;1;2;1
A704869;4;0;0.1;0;1;1;1;1
A674344;4;1;0.028767123287671233;0;1;0;1;1
A701318;3;1;0.1;1;1;0;1;1
A705533;4;0;0.00410958904109589;0;0;1;1;0
A640624;3;1;0.15;1;1;0;2;1
A666371;3;1;0.1;0;1;0;2;1
A690070;4;1;0.6;0;1;1;2;0
A668905;0;1;0.1;0;1;1;2;0
A694453;0;1;0.00821917808219178;0;1;1;2;0
A713041;0;1;0.05;0;1;1;1;0
A717765;4;1;0.00821917808219178;1;0;1;1;1
A677115;4;1;0.01643835616438356;0;1;0;2;1
A664280;3;1;0.3;0;1;1;1;1
A510997;4;0;0.3;1;1;1;2;1
A688252;0;1;0.4;0;1;0;2;1
A703281;4;0;0.0009589041095890411;2;2;1;2;1
A604775;4;1;0.35;0;1;1;2;1
A683112;0;0;0.1;1;1;1;1;0
A648080;3;0;0.15;1;1;1;1;1
A712790;0;0;0.25;1;1;1;1;1
A697243;3;1;0.15;1;1;1;2;1
A665922;4;1;0.55;1;1;0;1;1
A622803;3;1;0.15;1;1;1;1;1
A699352;0;1;0.05;1;1;1;1;1
A675427;0;1;0.00821917808219178;1;1;1;2;0
A692190;2;1;0.3;1;1;1;2;1
A681880;4;1;0.00821917808219178;0;1;0;2;1
A680450;4;0;0.00041095890410958907;1;0;1;1;0
A718752;0;1;0.0410958904109589;1;1;1;1;1
A711705;2;0;0.6;0;1;1;2;0
A686084;0;1;0.05;0;1;1;2;0
A664485;4;0;0.00821917808219178;0;0;1;1;1
A697468;4;0;0.03287671232876712;2;2;1;1;0
A681108;4;0;0.00821917808219178;1;0;1;1;1
A679868;0;1;0.045205479452054796;0;1;1;2;1
A710384;4;1;0.03287671232876712;0;0;1;2;0
A711591;4;0;0.00410958904109589;1;0;1;1;1
A674242;4;0;0.15;1;0;1;1;0
A717309;0;0;0.1;1;1;1;1;1
A703679;0;0;0.012328767123287671;1;1;1;1;0
A710309;0;1;0.1;1;1;1;2;1
A677706;4;0;0.0038356164383561643;1;0;1;1;0
A704111;4;0;0.00410958904109589;1;0;1;1;0
A679090;3;1;0.2;1;1;1;1;1
A708453;4;1;0.05;1;0;0;2;1
A689030;0;0;0.00821917808219178;1;1;1;1;1
A694242;0;1;0.03287671232876712;0;1;1;2;0
A699648;4;1;0.05;1;1;1;2;1
A677140;0;1;0.1;0;1;1;1;1
A703237;4;1;0.1;1;1;1;2;0
A693703;0;1;0.02054794520547945;0;1;1;1;1
A673130;0;1;0.25;0;1;0;1;1
A711627;2;0;0.0038356164383561643;1;0;1;1;0
A666186;2;0;0.1;0;0;1;1;0
A716786;3;1;0.05;0;1;1;2;1
A697759;1;1;0.05;0;0;1;2;0
A705134;0;0;0.00821917808219178;1;1;1;2;1
A667041;0;1;0.1;0;1;1;2;1
A685480;0;0;0.012328767123287671;0;1;1;1;1
A716119;4;0;0.05;1;0;1;1;0
A684158;2;0;0.05;1;0;1;1;0
A673541;0;1;0.01643835616438356;0;1;1;2;0
A660154;0;0;0.012328767123287671;1;1;1;2;1
A605623;3;1;0.15;0;1;1;2;1
A697166;0;1;0.00821917808219178;0;1;0;2;1
A688939;4;0;0.0019178082191780822;1;0;1;1;0
A680869;2;0;0.00410958904109589;1;0;1;2;1
A662180;0;1;0.1;1;1;1;2;1
A711966;4;1;0.045205479452054796;0;1;1;2;1
A718900;1;1;0.1;0;0;1;1;0
A680241;0;0;0.00821917808219178;0;1;1;2;1
A687160;3;1;0.15;0;1;1;2;1
A720256;0;0;0.00821917808219178;0;1;1;2;1
A682069;4;0;0.024657534246575342;1;0;1;1;1
A666926;0;0;0.00821917808219178;1;1;1;1;1
A686184;4;0;0.1;0;0;1;1;0
A434523;3;0;0.55;0;1;1;1;0
A699953;3;1;0.036986301369863014;1;1;1;1;1
A709190;4;0;0.1;0;0;1;1;0
A696201;3;1;0.02054794520547945;0;1;1;2;1
A713034;4;1;0.15;1;1;0;2;1
A593109;3;1;0.3;0;1;1;2;1
A708352;4;0;0.0019178082191780822;2;2;0;1;0
A684627;0;1;0.00821917808219178;0;1;1;1;1
A688073;2;0;0.5;0;0;1;1;0
A704810;4;0;0.0028767123287671234;2;2;1;1;0
A643090;2;1;0.1;1;1;0;2;1
A682099;3;1;0.7;0;0;1;1;1
A702303;4;1;0.05;1;1;1;1;1
A709386;0;0;0.00821917808219178;1;1;1;1;1
A688384;4;1;0.012328767123287671;0;0;1;2;1
A684492;4;0;0.0028767123287671234;0;0;1;1;0
A672300;4;0;0.1;1;1;1;2;1
A679448;4;0;0.0028767123287671234;1;0;1;1;0
A666899;3;1;0.1;0;1;1;2;1
A673297;0;1;0.05;1;1;0;1;1
A674462;4;1;0.0006849315068493151;0;0;1;2;0
A720656;0;1;0.1;0;1;0;1;1
A719402;3;1;0.05;1;1;1;2;1
A683588;4;0;0.2;1;1;1;1;1
A683858;4;0;0.2;0;1;1;1;1
A682326;0;0;0.01643835616438356;0;1;1;2;1
A676526;4;1;0.02054794520547945;1;1;1;2;1
A667073;3;1;0.1;1;1;0;2;1
A720531;0;0;0.0410958904109589;1;1;1;2;1
A681029;4;0;0.02054794520547945;1;1;1;2;1
A703632;4;0;0.05;0;0;1;1;0
A694766;4;0;0.0028767123287671234;1;0;1;1;0
A709330;4;0;0.2;2;2;1;1;0
A695846;0;1;0.1;0;1;1;2;1
A713729;4;1;0.0410958904109589;0;0;1;1;1
A653750;3;1;0.1;1;1;1;2;1
A680424;0;1;0.00410958904109589;1;1;1;2;0
A678168;4;1;0.00410958904109589;1;0;1;2;1
A707719;4;0;0.05;2;2;1;1;0
A718740;0;1;0.05;1;1;1;2;1
A700875;4;0;0.0019178082191780822;2;2;1;1;0
A692228;4;1;0.4;0;0;1;2;0
A683020;0;1;0.1;0;1;1;1;1
A686436;3;1;0.02054794520547945;0;0;0;2;1
A676955;0;0;0.35;1;1;1;1;1
A667009;0;0;0.00821917808219178;0;1;1;1;1
A696144;0;1;0.2;1;1;0;2;1
A676357;4;1;0.1;1;1;1;1;0
A702342;0;1;0.00821917808219178;0;1;1;2;1
A707201;3;0;0.65;0;1;1;2;1
A708430;4;0;0.05;0;1;1;1;1
A709315;4;0;0.0028767123287671234;1;0;1;1;0
A670737;0;0;0.01643835616438356;0;1;1;2;0
A710363;0;0;0.01643835616438356;0;1;1;1;1
A689907;0;0;0.01643835616438356;0;1;1;1;1
A697940;3;1;0.35;0;0;1;2;1
A711951;4;0;0.00821917808219178;0;0;1;1;0
A697451;0;1;0.15;0;1;0;2;1
A683831;0;1;0.1;0;1;1;2;1
A719934;3;1;0.15;0;1;1;1;1
A689679;0;0;0.00821917808219178;0;1;1;1;1
A707870;4;0;0.0019178082191780822;2;2;1;2;0
A717617;0;1;0.00821917808219178;0;1;1;2;1
A567214;0;1;0.25;0;1;1;1;1
A683495;0;1;0.2;1;1;1;1;1
A716061;3;1;0.4;0;1;1;2;1
A666937;4;1;0.00821917808219178;0;0;1;2;0
A676644;3;1;0.15;1;1;1;2;0
A661808;4;1;0.00821917808219178;0;1;1;2;0
A686715;2;1;0.05;0;0;1;2;0
A702576;0;0;0.00821917808219178;0;1;1;1;1
A702336;0;0;0.00821917808219178;0;1;1;1;0
A687439;0;0;0.00821917808219178;1;1;1;1;0
